first_retained_checkpoint,role,unique_objects,canonical_bytes,snapshot,status,provenance
109,directory_state,117,11466,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
109,extent_leaf,199,21276,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
109,inode_record,316,30968,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
109,inode_table_branch,1,4716,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
109,inode_table_leaf,73,367820,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
109,namespace_root,1,121,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
109,payload_chunk,235,2336853,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,FileState,607,64342,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,directory_map_branch,6,2134,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,directory_map_leaf,579,329900,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,directory_state,565,55370,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,extent_leaf,607,60948,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,inode_record,1172,114856,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,inode_table_branch,1,5356,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,inode_table_leaf,83,511492,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,namespace_root,1,121,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
110,payload_chunk,730,7192448,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,FileState,758,80348,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,directory_map_branch,3,1115,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,directory_map_leaf,35,50890,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,directory_state,34,3332,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,extent_leaf,758,73432,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,inode_record,792,77616,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,inode_table_branch,1,5356,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,inode_table_leaf,83,515204,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,namespace_root,1,121,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
111,payload_chunk,856,7253881,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
112,FileState,1809,191754,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
112,directory_map_branch,5,1956,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
112,directory_map_leaf,41,77387,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
112,directory_state,39,3822,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
112,extent_leaf,1809,169756,post-verification retained Store,derived from authenticated measured inventory,roles-inventory.sqlite; exact product canonical/reference/pack decoders
